nome,status,nome_completo
Y-C-VI-1-NE-D-IV-2,extra_na_pasta,Y-C-VI-1-NE-D-IV-2.laz
Y-C-VI-1-NE-D-IV-3,extra_na_pasta,Y-C-VI-1-NE-D-IV-3.laz
Y-C-VI-1-NE-D-IV-4,extra_na_pasta,Y-C-VI-1-NE-D-IV-4.laz
Y-C-VI-1-NE-D-IV-5,extra_na_pasta,Y-C-VI-1-NE-D-IV-5.laz
Y-C-VI-1-NE-D-IV-6,extra_na_pasta,Y-C-VI-1-NE-D-IV-6.laz
Y-C-VI-1-NE-F-I-1,extra_na_pasta,Y-C-VI-1-NE-F-I-1.laz
Y-C-VI-1-NE-F-I-2,extra_na_pasta,Y-C-VI-1-NE-F-I-2.laz
Y-C-VI-1-NE-F-I-3,extra_na_pasta,Y-C-VI-1-NE-F-I-3.laz
Y-C-VI-1-NE-F-I-4,extra_na_pasta,Y-C-VI-1-NE-F-I-4.laz
Y-C-VI-1-NE-F-I-5,extra_na_pasta,Y-C-VI-1-NE-F-I-5.laz
Y-C-VI-1-NE-F-I-6,extra_na_pasta,Y-C-VI-1-NE-F-I-6.laz
Y-C-VI-1-NE-F-II-1,extra_na_pasta,Y-C-VI-1-NE-F-II-1.laz
Y-C-VI-1-NE-F-II-2,extra_na_pasta,Y-C-VI-1-NE-F-II-2.laz
Y-C-VI-1-NE-F-II-3,extra_na_pasta,Y-C-VI-1-NE-F-II-3.laz
Y-C-VI-1-NE-F-II-4,extra_na_pasta,Y-C-VI-1-NE-F-II-4.laz
Y-C-VI-1-NE-F-II-5,extra_na_pasta,Y-C-VI-1-NE-F-II-5.laz
Y-C-VI-1-NE-F-II-6,extra_na_pasta,Y-C-VI-1-NE-F-II-6.laz
Y-C-VI-1-NE-F-III-1,extra_na_pasta,Y-C-VI-1-NE-F-III-1.laz
Y-C-VI-1-NE-F-III-2,extra_na_pasta,Y-C-VI-1-NE-F-III-2.laz
Y-C-VI-1-NE-F-III-3,extra_na_pasta,Y-C-VI-1-NE-F-III-3.laz
Y-C-VI-1-NE-F-IV-1,extra_na_pasta,Y-C-VI-1-NE-F-IV-1.laz
Y-C-VI-1-NE-F-IV-2,extra_na_pasta,Y-C-VI-1-NE-F-IV-2.laz
Y-C-VI-1-NE-F-IV-3,extra_na_pasta,Y-C-VI-1-NE-F-IV-3.laz
Y-C-VI-1-NE-F-IV-5,extra_na_pasta,Y-C-VI-1-NE-F-IV-5.laz
Y-C-VI-1-NE-F-IV-6,extra_na_pasta,Y-C-VI-1-NE-F-IV-6.laz
Y-C-VI-1-SE-B-I-5,extra_na_pasta,Y-C-VI-1-SE-B-I-5.laz
Y-C-VI-1-SE-B-I-6,extra_na_pasta,Y-C-VI-1-SE-B-I-6.laz
Y-C-VI-1-SE-B-II-1,extra_na_pasta,Y-C-VI-1-SE-B-II-1.laz
Y-C-VI-1-SE-B-II-2,extra_na_pasta,Y-C-VI-1-SE-B-II-2.laz
Y-C-VI-1-SE-B-II-3,extra_na_pasta,Y-C-VI-1-SE-B-II-3.laz
Y-C-VI-1-SE-B-II-4,extra_na_pasta,Y-C-VI-1-SE-B-II-4.laz
Y-C-VI-1-SE-B-II-5,extra_na_pasta,Y-C-VI-1-SE-B-II-5.laz
Y-C-VI-1-SE-B-II-6,extra_na_pasta,Y-C-VI-1-SE-B-II-6.laz
Y-C-VI-1-SE-B-III-2,extra_na_pasta,Y-C-VI-1-SE-B-III-2.laz
Y-C-VI-1-SE-B-III-3,extra_na_pasta,Y-C-VI-1-SE-B-III-3.laz
Y-C-VI-1-SE-B-III-5,extra_na_pasta,Y-C-VI-1-SE-B-III-5.laz
Y-C-VI-1-SE-B-III-6,extra_na_pasta,Y-C-VI-1-SE-B-III-6.laz
Y-C-VI-1-SE-B-IV-1,extra_na_pasta,Y-C-VI-1-SE-B-IV-1.laz
Y-C-VI-1-SE-B-IV-2,extra_na_pasta,Y-C-VI-1-SE-B-IV-2.laz
Y-C-VI-1-SE-B-IV-3,extra_na_pasta,Y-C-VI-1-SE-B-IV-3.laz
Y-C-VI-1-SE-B-IV-4,extra_na_pasta,Y-C-VI-1-SE-B-IV-4.laz
Y-C-VI-1-SE-B-IV-5,extra_na_pasta,Y-C-VI-1-SE-B-IV-5.laz
Y-C-VI-1-SE-B-IV-6,extra_na_pasta,Y-C-VI-1-SE-B-IV-6.laz
Y-C-VI-1-SE-D-I-2,extra_na_pasta,Y-C-VI-1-SE-D-I-2.laz
Y-C-VI-1-SE-D-I-3,extra_na_pasta,Y-C-VI-1-SE-D-I-3.laz
Y-C-VI-1-SE-D-I-4,extra_na_pasta,Y-C-VI-1-SE-D-I-4.laz
Y-C-VI-1-SE-D-I-5,extra_na_pasta,Y-C-VI-1-SE-D-I-5.laz
Y-C-VI-1-SE-D-I-6,extra_na_pasta,Y-C-VI-1-SE-D-I-6.laz
Y-C-VI-1-SE-D-II-1,extra_na_pasta,Y-C-VI-1-SE-D-II-1.laz
Y-C-VI-1-SE-D-II-2,extra_na_pasta,Y-C-VI-1-SE-D-II-2.laz
Y-C-VI-1-SE-D-II-3,extra_na_pasta,Y-C-VI-1-SE-D-II-3.laz
Y-C-VI-1-SE-D-II-4,extra_na_pasta,Y-C-VI-1-SE-D-II-4.laz
Y-C-VI-1-SE-D-II-5,extra_na_pasta,Y-C-VI-1-SE-D-II-5.laz
Y-C-VI-1-SE-D-II-6,extra_na_pasta,Y-C-VI-1-SE-D-II-6.laz
Y-C-VI-1-SE-D-III-2,extra_na_pasta,Y-C-VI-1-SE-D-III-2.laz
Y-C-VI-1-SE-D-III-3,extra_na_pasta,Y-C-VI-1-SE-D-III-3.laz
Y-C-VI-1-SE-D-III-5,extra_na_pasta,Y-C-VI-1-SE-D-III-5.laz
Y-C-VI-1-SE-D-III-6,extra_na_pasta,Y-C-VI-1-SE-D-III-6.laz
Y-C-VI-1-SE-D-IV-1,extra_na_pasta,Y-C-VI-1-SE-D-IV-1.laz
Y-C-VI-1-SE-D-IV-2,extra_na_pasta,Y-C-VI-1-SE-D-IV-2.laz
Y-C-VI-1-SE-D-IV-3,extra_na_pasta,Y-C-VI-1-SE-D-IV-3.laz
Y-C-VI-1-SE-D-IV-4,extra_na_pasta,Y-C-VI-1-SE-D-IV-4.laz
Y-C-VI-1-SE-D-IV-5,extra_na_pasta,Y-C-VI-1-SE-D-IV-5.laz
Y-C-VI-1-SE-D-IV-6,extra_na_pasta,Y-C-VI-1-SE-D-IV-6.laz
Y-C-VI-1-SE-F-I-2,extra_na_pasta,Y-C-VI-1-SE-F-I-2.laz
Y-C-VI-1-SE-F-I-3,extra_na_pasta,Y-C-VI-1-SE-F-I-3.laz
Y-C-VI-1-SE-F-I-5,extra_na_pasta,Y-C-VI-1-SE-F-I-5.laz
Y-C-VI-1-SE-F-I-6,extra_na_pasta,Y-C-VI-1-SE-F-I-6.laz
Y-C-VI-1-SE-F-II-1,extra_na_pasta,Y-C-VI-1-SE-F-II-1.laz
Y-C-VI-1-SE-F-II-2,extra_na_pasta,Y-C-VI-1-SE-F-II-2.laz
Y-C-VI-1-SE-F-II-3,presente_e_ok,Y-C-VI-1-SE-F-II-3.laz
Y-C-VI-1-SE-F-II-4,extra_na_pasta,Y-C-VI-1-SE-F-II-4.laz
Y-C-VI-1-SE-F-II-5,extra_na_pasta,Y-C-VI-1-SE-F-II-5.laz
Y-C-VI-1-SE-F-II-6,extra_na_pasta,Y-C-VI-1-SE-F-II-6.laz
Y-C-VI-1-SE-F-III-2,extra_na_pasta,Y-C-VI-1-SE-F-III-2.laz
Y-C-VI-1-SE-F-III-3,extra_na_pasta,Y-C-VI-1-SE-F-III-3.laz
Y-C-VI-1-SE-F-III-5,extra_na_pasta,Y-C-VI-1-SE-F-III-5.laz
Y-C-VI-1-SE-F-III-6,extra_na_pasta,Y-C-VI-1-SE-F-III-6.laz
Y-C-VI-1-SE-F-IV-1,extra_na_pasta,Y-C-VI-1-SE-F-IV-1.laz
Y-C-VI-1-SE-F-IV-2,extra_na_pasta,Y-C-VI-1-SE-F-IV-2.laz
Y-C-VI-1-SE-F-IV-3,extra_na_pasta,Y-C-VI-1-SE-F-IV-3.laz
Y-C-VI-1-SE-F-IV-4,extra_na_pasta,Y-C-VI-1-SE-F-IV-4.laz
Y-C-VI-1-SE-F-IV-5,presente_e_ok,Y-C-VI-1-SE-F-IV-5.laz
Y-C-VI-1-SE-F-IV-6,extra_na_pasta,Y-C-VI-1-SE-F-IV-6.laz
Y-C-VI-2-NE-A-I-1,extra_na_pasta,Y-C-VI-2-NE-A-I-1.laz
Y-C-VI-2-NE-A-I-2,extra_na_pasta,Y-C-VI-2-NE-A-I-2.laz
Y-C-VI-2-NE-A-I-3,extra_na_pasta,Y-C-VI-2-NE-A-I-3.laz
Y-C-VI-2-NE-A-I-4,extra_na_pasta,Y-C-VI-2-NE-A-I-4.laz
Y-C-VI-2-NE-A-I-5,extra_na_pasta,Y-C-VI-2-NE-A-I-5.laz
Y-C-VI-2-NE-A-I-6,extra_na_pasta,Y-C-VI-2-NE-A-I-6.laz
Y-C-VI-2-NE-A-II-1,extra_na_pasta,Y-C-VI-2-NE-A-II-1.laz
Y-C-VI-2-NE-A-II-2,extra_na_pasta,Y-C-VI-2-NE-A-II-2.laz
Y-C-VI-2-NE-A-II-3,extra_na_pasta,Y-C-VI-2-NE-A-II-3.laz
Y-C-VI-2-NE-A-II-4,extra_na_pasta,Y-C-VI-2-NE-A-II-4.laz
Y-C-VI-2-NE-A-II-5,extra_na_pasta,Y-C-VI-2-NE-A-II-5.laz
Y-C-VI-2-NE-A-II-6,extra_na_pasta,Y-C-VI-2-NE-A-II-6.laz
Y-C-VI-2-NE-A-III-1,extra_na_pasta,Y-C-VI-2-NE-A-III-1.laz
Y-C-VI-2-NE-A-III-2,extra_na_pasta,Y-C-VI-2-NE-A-III-2.laz
Y-C-VI-2-NE-A-III-3,extra_na_pasta,Y-C-VI-2-NE-A-III-3.laz
Y-C-VI-2-NE-A-III-4,extra_na_pasta,Y-C-VI-2-NE-A-III-4.laz
Y-C-VI-2-NE-A-III-5,extra_na_pasta,Y-C-VI-2-NE-A-III-5.laz
Y-C-VI-2-NE-A-III-6,extra_na_pasta,Y-C-VI-2-NE-A-III-6.laz
Y-C-VI-2-NE-A-IV-1,extra_na_pasta,Y-C-VI-2-NE-A-IV-1.laz
Y-C-VI-2-NE-A-IV-2,extra_na_pasta,Y-C-VI-2-NE-A-IV-2.laz
Y-C-VI-2-NE-A-IV-3,extra_na_pasta,Y-C-VI-2-NE-A-IV-3.laz
Y-C-VI-2-NE-A-IV-4,extra_na_pasta,Y-C-VI-2-NE-A-IV-4.laz
Y-C-VI-2-NE-A-IV-5,extra_na_pasta,Y-C-VI-2-NE-A-IV-5.laz
Y-C-VI-2-NE-A-IV-6,extra_na_pasta,Y-C-VI-2-NE-A-IV-6.laz
Y-C-VI-2-NE-B-I-1,extra_na_pasta,Y-C-VI-2-NE-B-I-1.laz
Y-C-VI-2-NE-B-I-2,presente_e_ok,Y-C-VI-2-NE-B-I-2.laz
Y-C-VI-2-NE-B-I-3,extra_na_pasta,Y-C-VI-2-NE-B-I-3.laz
Y-C-VI-2-NE-B-I-4,extra_na_pasta,Y-C-VI-2-NE-B-I-4.laz
Y-C-VI-2-NE-B-I-5,extra_na_pasta,Y-C-VI-2-NE-B-I-5.laz
Y-C-VI-2-NE-B-I-6,extra_na_pasta,Y-C-VI-2-NE-B-I-6.laz
Y-C-VI-2-NE-B-II-1,extra_na_pasta,Y-C-VI-2-NE-B-II-1.laz
Y-C-VI-2-NE-B-II-2,extra_na_pasta,Y-C-VI-2-NE-B-II-2.laz
Y-C-VI-2-NE-B-II-3,extra_na_pasta,Y-C-VI-2-NE-B-II-3.laz
Y-C-VI-2-NE-B-II-4,extra_na_pasta,Y-C-VI-2-NE-B-II-4.laz
Y-C-VI-2-NE-B-II-5,extra_na_pasta,Y-C-VI-2-NE-B-II-5.laz
Y-C-VI-2-NE-B-II-6,extra_na_pasta,Y-C-VI-2-NE-B-II-6.laz
Y-C-VI-2-NE-B-III-1,extra_na_pasta,Y-C-VI-2-NE-B-III-1.laz
Y-C-VI-2-NE-B-III-2,extra_na_pasta,Y-C-VI-2-NE-B-III-2.laz
Y-C-VI-2-NE-B-III-3,extra_na_pasta,Y-C-VI-2-NE-B-III-3.laz
Y-C-VI-2-NE-B-III-4,extra_na_pasta,Y-C-VI-2-NE-B-III-4.laz
Y-C-VI-2-NE-B-III-5,extra_na_pasta,Y-C-VI-2-NE-B-III-5.laz
Y-C-VI-2-NE-B-III-6,extra_na_pasta,Y-C-VI-2-NE-B-III-6.laz
Y-C-VI-2-NE-B-IV-1,extra_na_pasta,Y-C-VI-2-NE-B-IV-1.laz
Y-C-VI-2-NE-B-IV-2,extra_na_pasta,Y-C-VI-2-NE-B-IV-2.laz
Y-C-VI-2-NE-B-IV-3,extra_na_pasta,Y-C-VI-2-NE-B-IV-3.laz
Y-C-VI-2-NE-B-IV-4,extra_na_pasta,Y-C-VI-2-NE-B-IV-4.laz
Y-C-VI-2-NE-B-IV-5,extra_na_pasta,Y-C-VI-2-NE-B-IV-5.laz
Y-C-VI-2-NE-B-IV-6,extra_na_pasta,Y-C-VI-2-NE-B-IV-6.laz
Y-C-VI-2-NE-C-I-1,extra_na_pasta,Y-C-VI-2-NE-C-I-1.laz
Y-C-VI-2-NE-C-I-2,extra_na_pasta,Y-C-VI-2-NE-C-I-2.laz
Y-C-VI-2-NE-C-I-3,extra_na_pasta,Y-C-VI-2-NE-C-I-3.laz
Y-C-VI-2-NE-C-I-4,extra_na_pasta,Y-C-VI-2-NE-C-I-4.laz
Y-C-VI-2-NE-C-I-5,extra_na_pasta,Y-C-VI-2-NE-C-I-5.laz
Y-C-VI-2-NE-C-I-6,extra_na_pasta,Y-C-VI-2-NE-C-I-6.laz
Y-C-VI-2-NE-C-II-1,extra_na_pasta,Y-C-VI-2-NE-C-II-1.laz
Y-C-VI-2-NE-C-II-2,extra_na_pasta,Y-C-VI-2-NE-C-II-2.laz
Y-C-VI-2-NE-C-II-3,extra_na_pasta,Y-C-VI-2-NE-C-II-3.laz
Y-C-VI-2-NE-C-II-4,extra_na_pasta,Y-C-VI-2-NE-C-II-4.laz
Y-C-VI-2-NE-C-II-5,extra_na_pasta,Y-C-VI-2-NE-C-II-5.laz
Y-C-VI-2-NE-C-II-6,extra_na_pasta,Y-C-VI-2-NE-C-II-6.laz
Y-C-VI-2-NE-C-III-1,extra_na_pasta,Y-C-VI-2-NE-C-III-1.laz
Y-C-VI-2-NE-C-III-2,extra_na_pasta,Y-C-VI-2-NE-C-III-2.laz
Y-C-VI-2-NE-C-III-3,extra_na_pasta,Y-C-VI-2-NE-C-III-3.laz
Y-C-VI-2-NE-C-III-4,extra_na_pasta,Y-C-VI-2-NE-C-III-4.laz
Y-C-VI-2-NE-C-III-5,extra_na_pasta,Y-C-VI-2-NE-C-III-5.laz
Y-C-VI-2-NE-C-III-6,extra_na_pasta,Y-C-VI-2-NE-C-III-6.laz
Y-C-VI-2-NE-C-IV-1,extra_na_pasta,Y-C-VI-2-NE-C-IV-1.laz
Y-C-VI-2-NE-C-IV-2,extra_na_pasta,Y-C-VI-2-NE-C-IV-2.laz
Y-C-VI-2-NE-C-IV-3,extra_na_pasta,Y-C-VI-2-NE-C-IV-3.laz
Y-C-VI-2-NE-C-IV-4,extra_na_pasta,Y-C-VI-2-NE-C-IV-4.laz
Y-C-VI-2-NE-C-IV-5,extra_na_pasta,Y-C-VI-2-NE-C-IV-5.laz
Y-C-VI-2-NE-C-IV-6,extra_na_pasta,Y-C-VI-2-NE-C-IV-6.laz
Y-C-VI-2-NE-D-I-1,extra_na_pasta,Y-C-VI-2-NE-D-I-1.laz
Y-C-VI-2-NE-D-I-2,extra_na_pasta,Y-C-VI-2-NE-D-I-2.laz
Y-C-VI-2-NE-D-I-3,extra_na_pasta,Y-C-VI-2-NE-D-I-3.laz
Y-C-VI-2-NE-D-I-4,extra_na_pasta,Y-C-VI-2-NE-D-I-4.laz
Y-C-VI-2-NE-D-I-5,extra_na_pasta,Y-C-VI-2-NE-D-I-5.laz
Y-C-VI-2-NE-D-I-6,extra_na_pasta,Y-C-VI-2-NE-D-I-6.laz
Y-C-VI-2-NE-D-II-1,extra_na_pasta,Y-C-VI-2-NE-D-II-1.laz
Y-C-VI-2-NE-D-II-2,extra_na_pasta,Y-C-VI-2-NE-D-II-2.laz
Y-C-VI-2-NE-D-II-3,extra_na_pasta,Y-C-VI-2-NE-D-II-3.laz
Y-C-VI-2-NE-D-II-4,extra_na_pasta,Y-C-VI-2-NE-D-II-4.laz
Y-C-VI-2-NE-D-II-5,extra_na_pasta,Y-C-VI-2-NE-D-II-5.laz
Y-C-VI-2-NE-D-II-6,extra_na_pasta,Y-C-VI-2-NE-D-II-6.laz
Y-C-VI-2-NE-D-III-1,extra_na_pasta,Y-C-VI-2-NE-D-III-1.laz
Y-C-VI-2-NE-D-III-2,extra_na_pasta,Y-C-VI-2-NE-D-III-2.laz
Y-C-VI-2-NE-D-III-3,extra_na_pasta,Y-C-VI-2-NE-D-III-3.laz
Y-C-VI-2-NE-D-III-4,extra_na_pasta,Y-C-VI-2-NE-D-III-4.laz
Y-C-VI-2-NE-D-III-5,extra_na_pasta,Y-C-VI-2-NE-D-III-5.laz
Y-C-VI-2-NE-D-III-6,extra_na_pasta,Y-C-VI-2-NE-D-III-6.laz
Y-C-VI-2-NE-D-IV-1,extra_na_pasta,Y-C-VI-2-NE-D-IV-1.laz
Y-C-VI-2-NE-D-IV-2,extra_na_pasta,Y-C-VI-2-NE-D-IV-2.laz
Y-C-VI-2-NE-D-IV-3,extra_na_pasta,Y-C-VI-2-NE-D-IV-3.laz
Y-C-VI-2-NE-D-IV-4,extra_na_pasta,Y-C-VI-2-NE-D-IV-4.laz
Y-C-VI-2-NE-D-IV-5,extra_na_pasta,Y-C-VI-2-NE-D-IV-5.laz
Y-C-VI-2-NE-D-IV-6,extra_na_pasta,Y-C-VI-2-NE-D-IV-6.laz
Y-C-VI-2-NE-E-I-1,extra_na_pasta,Y-C-VI-2-NE-E-I-1.laz
Y-C-VI-2-NE-E-I-2,extra_na_pasta,Y-C-VI-2-NE-E-I-2.laz
Y-C-VI-2-NE-E-I-3,extra_na_pasta,Y-C-VI-2-NE-E-I-3.laz
Y-C-VI-2-NE-E-I-4,extra_na_pasta,Y-C-VI-2-NE-E-I-4.laz
Y-C-VI-2-NE-E-I-5,extra_na_pasta,Y-C-VI-2-NE-E-I-5.laz
Y-C-VI-2-NE-E-I-6,extra_na_pasta,Y-C-VI-2-NE-E-I-6.laz
Y-C-VI-2-NE-E-II-1,extra_na_pasta,Y-C-VI-2-NE-E-II-1.laz
Y-C-VI-2-NE-E-II-2,extra_na_pasta,Y-C-VI-2-NE-E-II-2.laz
Y-C-VI-2-NE-E-II-3,extra_na_pasta,Y-C-VI-2-NE-E-II-3.laz
Y-C-VI-2-NE-E-II-4,extra_na_pasta,Y-C-VI-2-NE-E-II-4.laz
Y-C-VI-2-NE-E-II-5,extra_na_pasta,Y-C-VI-2-NE-E-II-5.laz
Y-C-VI-2-NE-E-II-6,extra_na_pasta,Y-C-VI-2-NE-E-II-6.laz
Y-C-VI-2-NE-E-III-1,extra_na_pasta,Y-C-VI-2-NE-E-III-1.laz
Y-C-VI-2-NE-E-III-2,extra_na_pasta,Y-C-VI-2-NE-E-III-2.laz
Y-C-VI-2-NE-E-III-3,extra_na_pasta,Y-C-VI-2-NE-E-III-3.laz
Y-C-VI-2-NE-E-III-4,extra_na_pasta,Y-C-VI-2-NE-E-III-4.laz
Y-C-VI-2-NE-E-III-5,extra_na_pasta,Y-C-VI-2-NE-E-III-5.laz
Y-C-VI-2-NE-E-III-6,extra_na_pasta,Y-C-VI-2-NE-E-III-6.laz
Y-C-VI-2-NE-E-IV-1,extra_na_pasta,Y-C-VI-2-NE-E-IV-1.laz
Y-C-VI-2-NE-E-IV-2,extra_na_pasta,Y-C-VI-2-NE-E-IV-2.laz
Y-C-VI-2-NE-E-IV-3,extra_na_pasta,Y-C-VI-2-NE-E-IV-3.laz
Y-C-VI-2-NE-E-IV-4,extra_na_pasta,Y-C-VI-2-NE-E-IV-4.laz
Y-C-VI-2-NE-E-IV-5,extra_na_pasta,Y-C-VI-2-NE-E-IV-5.laz
Y-C-VI-2-NE-F-I-1,extra_na_pasta,Y-C-VI-2-NE-F-I-1.laz
Y-C-VI-2-NE-F-I-2,extra_na_pasta,Y-C-VI-2-NE-F-I-2.laz
Y-C-VI-2-NE-F-I-3,extra_na_pasta,Y-C-VI-2-NE-F-I-3.laz
Y-C-VI-2-NE-F-I-4,extra_na_pasta,Y-C-VI-2-NE-F-I-4.laz
Y-C-VI-2-NE-F-I-5,extra_na_pasta,Y-C-VI-2-NE-F-I-5.laz
Y-C-VI-2-NE-F-I-6,extra_na_pasta,Y-C-VI-2-NE-F-I-6.laz
Y-C-VI-2-NE-F-II-1,extra_na_pasta,Y-C-VI-2-NE-F-II-1.laz
Y-C-VI-2-NE-F-II-2,extra_na_pasta,Y-C-VI-2-NE-F-II-2.laz
Y-C-VI-2-NE-F-II-3,extra_na_pasta,Y-C-VI-2-NE-F-II-3.laz
Y-C-VI-2-NE-F-II-4,extra_na_pasta,Y-C-VI-2-NE-F-II-4.laz
Y-C-VI-2-NE-F-II-5,extra_na_pasta,Y-C-VI-2-NE-F-II-5.laz
Y-C-VI-2-NE-F-II-6,extra_na_pasta,Y-C-VI-2-NE-F-II-6.laz
Y-C-VI-2-NE-F-III-1,extra_na_pasta,Y-C-VI-2-NE-F-III-1.laz
Y-C-VI-2-NE-F-III-2,extra_na_pasta,Y-C-VI-2-NE-F-III-2.laz
Y-C-VI-2-NE-F-III-3,extra_na_pasta,Y-C-VI-2-NE-F-III-3.laz
Y-C-VI-2-NE-F-III-6,extra_na_pasta,Y-C-VI-2-NE-F-III-6.laz
Y-C-VI-2-NE-F-IV-1,extra_na_pasta,Y-C-VI-2-NE-F-IV-1.laz
Y-C-VI-2-NE-F-IV-2,extra_na_pasta,Y-C-VI-2-NE-F-IV-2.laz
Y-C-VI-2-NE-F-IV-3,extra_na_pasta,Y-C-VI-2-NE-F-IV-3.laz
Y-C-VI-2-NE-F-IV-4,extra_na_pasta,Y-C-VI-2-NE-F-IV-4.laz
Y-C-VI-2-NE-F-IV-5,extra_na_pasta,Y-C-VI-2-NE-F-IV-5.laz
Y-C-VI-2-NE-F-IV-6,extra_na_pasta,Y-C-VI-2-NE-F-IV-6.laz
Y-C-VI-2-NO-A-I-1,extra_na_pasta,Y-C-VI-2-NO-A-I-1.laz
Y-C-VI-2-NO-A-I-2,extra_na_pasta,Y-C-VI-2-NO-A-I-2.laz
Y-C-VI-2-NO-A-I-3,extra_na_pasta,Y-C-VI-2-NO-A-I-3.laz
Y-C-VI-2-NO-A-I-4,extra_na_pasta,Y-C-VI-2-NO-A-I-4.laz
Y-C-VI-2-NO-A-I-5,extra_na_pasta,Y-C-VI-2-NO-A-I-5.laz
Y-C-VI-2-NO-A-I-6,extra_na_pasta,Y-C-VI-2-NO-A-I-6.laz
Y-C-VI-2-NO-A-II-1,extra_na_pasta,Y-C-VI-2-NO-A-II-1.laz
Y-C-VI-2-NO-A-II-2,extra_na_pasta,Y-C-VI-2-NO-A-II-2.laz
Y-C-VI-2-NO-A-II-3,extra_na_pasta,Y-C-VI-2-NO-A-II-3.laz
Y-C-VI-2-NO-A-II-4,extra_na_pasta,Y-C-VI-2-NO-A-II-4.laz
Y-C-VI-2-NO-A-II-5,extra_na_pasta,Y-C-VI-2-NO-A-II-5.laz
Y-C-VI-2-NO-A-II-6,extra_na_pasta,Y-C-VI-2-NO-A-II-6.laz
Y-C-VI-2-NO-A-III-1,extra_na_pasta,Y-C-VI-2-NO-A-III-1.laz
Y-C-VI-2-NO-A-III-2,extra_na_pasta,Y-C-VI-2-NO-A-III-2.laz
Y-C-VI-2-NO-A-III-3,extra_na_pasta,Y-C-VI-2-NO-A-III-3.laz
Y-C-VI-2-NO-A-III-4,extra_na_pasta,Y-C-VI-2-NO-A-III-4.laz
Y-C-VI-2-NO-A-III-5,presente_e_ok,Y-C-VI-2-NO-A-III-5.laz
Y-C-VI-2-NO-A-III-6,extra_na_pasta,Y-C-VI-2-NO-A-III-6.laz
Y-C-VI-2-NO-A-IV-1,extra_na_pasta,Y-C-VI-2-NO-A-IV-1.laz
Y-C-VI-2-NO-A-IV-2,extra_na_pasta,Y-C-VI-2-NO-A-IV-2.laz
Y-C-VI-2-NO-A-IV-3,extra_na_pasta,Y-C-VI-2-NO-A-IV-3.laz
Y-C-VI-2-NO-A-IV-4,extra_na_pasta,Y-C-VI-2-NO-A-IV-4.laz
Y-C-VI-2-NO-A-IV-5,extra_na_pasta,Y-C-VI-2-NO-A-IV-5.laz
Y-C-VI-2-NO-A-IV-6,extra_na_pasta,Y-C-VI-2-NO-A-IV-6.laz
Y-C-VI-2-NO-B-I-1,presente_e_ok,Y-C-VI-2-NO-B-I-1.laz
Y-C-VI-2-NO-B-I-2,extra_na_pasta,Y-C-VI-2-NO-B-I-2.laz
Y-C-VI-2-NO-B-I-3,extra_na_pasta,Y-C-VI-2-NO-B-I-3.laz
Y-C-VI-2-NO-B-I-4,extra_na_pasta,Y-C-VI-2-NO-B-I-4.laz
Y-C-VI-2-NO-B-I-5,extra_na_pasta,Y-C-VI-2-NO-B-I-5.laz
Y-C-VI-2-NO-B-I-6,extra_na_pasta,Y-C-VI-2-NO-B-I-6.laz
Y-C-VI-2-NO-B-II-1,extra_na_pasta,Y-C-VI-2-NO-B-II-1.laz
Y-C-VI-2-NO-B-II-2,extra_na_pasta,Y-C-VI-2-NO-B-II-2.laz
Y-C-VI-2-NO-B-II-3,extra_na_pasta,Y-C-VI-2-NO-B-II-3.laz
Y-C-VI-2-NO-B-II-4,extra_na_pasta,Y-C-VI-2-NO-B-II-4.laz
Y-C-VI-2-NO-B-II-5,extra_na_pasta,Y-C-VI-2-NO-B-II-5.laz
Y-C-VI-2-NO-B-II-6,presente_e_ok,Y-C-VI-2-NO-B-II-6.laz
Y-C-VI-2-NO-B-III-1,extra_na_pasta,Y-C-VI-2-NO-B-III-1.laz
Y-C-VI-2-NO-B-III-2,extra_na_pasta,Y-C-VI-2-NO-B-III-2.laz
Y-C-VI-2-NO-B-III-3,extra_na_pasta,Y-C-VI-2-NO-B-III-3.laz
Y-C-VI-2-NO-B-III-4,extra_na_pasta,Y-C-VI-2-NO-B-III-4.laz
Y-C-VI-2-NO-B-III-5,extra_na_pasta,Y-C-VI-2-NO-B-III-5.laz
Y-C-VI-2-NO-B-III-6,extra_na_pasta,Y-C-VI-2-NO-B-III-6.laz
Y-C-VI-2-NO-B-IV-1,extra_na_pasta,Y-C-VI-2-NO-B-IV-1.laz
Y-C-VI-2-NO-B-IV-2,extra_na_pasta,Y-C-VI-2-NO-B-IV-2.laz
Y-C-VI-2-NO-B-IV-3,extra_na_pasta,Y-C-VI-2-NO-B-IV-3.laz
Y-C-VI-2-NO-B-IV-4,extra_na_pasta,Y-C-VI-2-NO-B-IV-4.laz
Y-C-VI-2-NO-B-IV-5,extra_na_pasta,Y-C-VI-2-NO-B-IV-5.laz
Y-C-VI-2-NO-B-IV-6,extra_na_pasta,Y-C-VI-2-NO-B-IV-6.laz
Y-C-VI-2-NO-C-I-1,extra_na_pasta,Y-C-VI-2-NO-C-I-1.laz
Y-C-VI-2-NO-C-I-2,extra_na_pasta,Y-C-VI-2-NO-C-I-2.laz
Y-C-VI-2-NO-C-I-3,extra_na_pasta,Y-C-VI-2-NO-C-I-3.laz
